uniprot_id,ec_number,name,gene_symbol,organism,pdb_ids,molecular_weight,subunit_structure,sequence_length,ensembl_id
Q13546,2.7.11.1,Receptor-interacting serine/threonine-protein kinase 1 (Cell death protein RIP) (Receptor-interacting protein 1) (RIP-1),RIPK1,Homo sapiens,4ITH;4ITI;4ITJ;4NEU;5HX6;5TX5;5V7Z;6AC5;6C3E;6C4D;6HHO;6NW2;6NYH;6OCQ;6R5F;6RLN;7CJB;7FCZ;7FD0;7XMK;7YDX;8I2N;8Z93;9GTG;9GTY;9MZX;9MZY;9MZZ,75931,"Homodimer (PubMed:29440439, PubMed:29681455). Interacts (via RIP homotypic interaction motif) with RIPK3 (via RIP homotypic interaction motif); this interaction induces RIPK1 phosphorylation and formation of a RIPK1-RIPK3 necroptosis-inducing complex (PubMed:10358032, PubMed:11734559, PubMed:19524512, PubMed:29681455, PubMed:29883609). Upon TNF-induced necrosis, the RIPK1-RIPK3 dimer further interacts with PGAM5 and MLKL; the formation of this complex leads to PGAM5 phosphorylation and increase ",671,ENSG00000137275
Q13627,2.7.11.23,Dual specificity tyrosine-phosphorylation-regulated kinase 1A  (Dual specificity YAK1-related kinase) (HP86) (Protein kinase minibrain homolog) (MNBH) (hMNB),DYRK1A,Homo sapiens,2VX3;2WO6;3ANQ;3ANR;4AZE;4MQ1;4MQ2;4NCT;4YLJ;4YLK;4YLL;4YU2;5A3X;5A4E;5A4L;5A4Q;5A4T;5A54;5AIK;6A1F;6A1G;6EIF;6EIJ;6EIL;6EIP;6EIQ;6EIR;6EIS;6EIV;6EJ4;6LN1;6QU2;6S11;6S14;6S17;6S1B;6S1H;6S1I;6S1J;6T6A;6UIP;6UWY;6YF8;7A4O;7A4R;7A4S;7A4W;7A4Z;7A51;7A52,85584,Interacts with RAD54L2/ARIP4 (PubMed:39028815). Interacts with CRY2 (By similarity). Interacts with RANBP9 (PubMed:14500717). Interacts with WDR68 (PubMed:14593110). Interacts with SIRT1 (By similarity),763,ENSG00000157540
Q15139,2.7.11.13,Serine/threonine-protein kinase D1 (Protein kinase C mu type) (Protein kinase D) (nPKC-D1) (nPKC-mu),PRKD1,Homo sapiens,,101704,Interacts (via N-terminus) with ADAP1/CENTA1 (PubMed:12893243). Interacts with MAPK13 (PubMed:19135240). Interacts with DAPK1 in an oxidative stress-regulated manner (PubMed:17703233). Interacts with USP28; the interaction induces phosphorylation of USP28 and activated KRAS-mediated stabilization of ZNF304 (PubMed:24623306). Interacts with AKAP13 (via C-terminal domain) (By similarity),912,ENSG00000184304
Q15910,2.1.1.356,Histone-lysine N-methyltransferase EZH2 (ENX-1) (Enhancer of zeste homolog 2) (Lysine N-methyltransferase 6),EZH2,Homo sapiens,4MI0;4MI5;5GSA;5H14;5H15;5H17;5H19;5H24;5H25;5HYN;5IJ7;5IJ8;5LS6;5U5T;5U62;5WG6;5WUK;6C23;6C24;6LO2;6P5L;6U4Y;6WKR;7AT8;7QJG;7QJU;7QK4;8EQV;8FYH;8T9G;8TAS;8TB9;8VMI;8VML;8VNV;8VNZ;9C8U;9DCH,85363,"Component of the PRC2/EED-EZH2 complex, which includes EED, EZH2, SUZ12, RBBP4 and RBBP7 and possibly AEBP2. The minimum components required for methyltransferase activity of the PRC2/EED-EZH2 complex are EED, EZH2 and SUZ12. The PRC2 complex may also interact with DNMT1, DNMT3A, DNMT3B and PHF1 via the EZH2 subunit and with SIRT1 via the SUZ12 subunit. Interacts with HDAC1 and HDAC2. Binds ATRX via the SET domain (Probable). Interacts with PRAME. Interacts with CDYL. Interacts with CLOCK, BMAL1",746,ENSG00000106462
Q9C0B1,1.14.11.53,Alpha-ketoglutarate-dependent dioxygenase FTO (Fat mass and obesity-associated protein) (U6 small nuclear RNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (U6 small nuclear RNA N(6)-methyladenosine-demethylase FTO) (mRNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (m6A(m)-demethylase FTO) (mRNA N,FTO,Homo sapiens,3LFM;4CXW;4CXX;4CXY;4IDZ;4IE0;4IE4;4IE5;4IE6;4IE7;4QHO;4QKN;4ZS2;4ZS3;5DAB;5F8P;5ZMD;6AEJ;6AK4;6AKW;7CKK;7E8Z;7WCV;8IT9;9KNH;9KNI;9OHS;9VG4,58282,Monomer (By similarity). May also exist as homodimer (By similarity),505,ENSG00000140718
Q9Y6K1,2.1.1.37,DNA (cytosine-5)-methyltransferase 3A (Dnmt3a) (Cysteine methyltransferase DNMT3A) (DNA methyltransferase HsaIIIA) (DNA MTase HsaIIIA) (M.HsaIIIA),DNMT3A,Homo sapiens,2QRV;3A1A;3A1B;3LLR;3SVM;4QBQ;4QBR;4QBS;4U7P;4U7T;5YX2;6BRR;6F57;6PA7;6W89;6W8B;6W8D;6W8J;8BA5;8QZM;8TDR;8TE1;8TE3;8TE4;8U5H;8UW1;9LQ1;9MP0;9MPO;9MPP;9PRW,101858,"Heterotetramer composed of 1 DNMT3A homodimer and 2 DNMT3L subunits (DNMT3L-DNMT3A-DNMT3A-DNMT3L) (PubMed:17713477, PubMed:19834512). Interacts with UBC9, PIAS1 and PIAS2 (By similarity). Binds the ZBTB18 transcriptional repressor (By similarity). Interacts with SETDB1 (PubMed:16682412). Associates with HDAC1 through its ADD domain (By similarity). Interacts with UHRF1 (By similarity). Interacts with DNMT1 and DNMT3B (PubMed:12145218). Interacts with the PRC2/EED-EZH2 complex (PubMed:16357870). ",912,ENSG00000119772
O00238,2.7.11.30,Bone morphogenetic protein receptor type-1B (BMP type-1B receptor) (BMPR-1B) (CD antigen CDw293),BMPR1B,Homo sapiens,3MDY,56930,Interacts with high affinity with GDF5; positively regulates chondrocyte differentiation (PubMed:24098149). Interacts with SCUBE3 (PubMed:33308444). Interacts with TSC22D1/TSC-22 (PubMed:21791611). Interacts with TGFBR3 (PubMed:19726563),502,ENSG00000138696
O00408,3.1.4.17,"cGMP-dependent 3',5'-cyclic phosphodiesterase (Cyclic GMP-stimulated phosphodiesterase) (CGS-PDE) (cGSPDE)",PDE2A,Homo sapiens,1Z1L;3IBJ;3ITM;3ITU;4C1I;4D08;4D09;4HTX;4HTZ;4JIB;5TZ3;5TZA;5TZC;5TZH;5TZW;5TZX;5TZZ;5U00;5U7D;5U7I;5U7J;5U7K;5U7L;5VP0;5VP1;5XKM;6B96;6B97;6B98;6BLF;6C7D;6C7E;6C7F;6C7G;6C7I;6C7J;6CYB;6CYC;6CYD;6EZF;6ZND;6ZQZ,105717,Homodimer,941,ENSG00000186642
O00519,3.5.1.99,Fatty-acid amide hydrolase 1 (Anandamide amidohydrolase 1) (Fatty acid ester hydrolase) (Oleamide hydrolase 1),FAAH,Homo sapiens,,63066,Homodimer,579,ENSG00000117480
O14746,2.7.7.49,Telomerase reverse transcriptase (HEST2) (Telomerase catalytic subunit) (Telomerase-associated protein 2) (TP2),TERT,Homo sapiens,2BCK;4B18;4MNQ;5MEN;5MEO;5MEP;5MEQ;5MER;5UGW;7BG9;7QXA;7QXB;7QXS;7TRD;7TRE;7TRF;7V99;9QAX;9QAY;9QAZ,126997,"Catalytic component of the telomerase holoenzyme complex composed of one molecule of TERT, one molecule of WRAP53/TCAB1, two molecules of H/ACA ribonucleoprotein complex subunits DKC1, NOP10, NHP2 and GAR1, and a telomerase RNA template component (TERC) (PubMed:19179534, PubMed:20351177, PubMed:29695869). The telomerase holoenzyme complex is associated with TEP1, SMG6/EST1A and POT1 (PubMed:19179534). The molecular chaperone HSP90/P23 complex is required for correct assembly and stabilization of",1132,ENSG00000164362
O14983,7.2.2.10,"Sarcoplasmic/endoplasmic reticulum calcium ATPase 1 (SERCA1) (SR Ca(2+)-ATPase 1) (Calcium pump 1) (Calcium-transporting ATPase sarcoplasmic reticulum type, fast twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase)",ATP2A1,Homo sapiens,,110252,Interacts with sarcolipin (SLN) (By similarity). Interacts with phospholamban (PLN) (By similarity). Interacts with myoregulin (MRLN). Interacts with DWORF (By similarity). Interacts with VMP1 (PubMed:28890335),1001,ENSG00000196296
O15379,3.5.1.98,Histone deacetylase 3 (HD3) (Protein deacetylase HDAC3) (Protein deacylase HDAC3) (RPD3-2) (SMAP45),HDAC3,Homo sapiens,4A69,48848,"Interacts with HDAC7 and HDAC9 (PubMed:10655483, PubMed:11466315). Interacts with DAXX, KDM4A, HDAC10 and DACH1 (PubMed:10669754, PubMed:11861901, PubMed:14525983, PubMed:15927959). Found in a complex with NCOR1 and NCOR2 (PubMed:10860984, PubMed:22230954). Component of the N-Cor repressor complex, at least composed of NCOR1, NCOR2, HDAC3, TBL1X, TBL1R, CORO2A and GPS2 (PubMed:11931768). Interacts with BCOR, MJD2A/JHDM3A, NRIP1, PRDM6 and SRY (PubMed:10898795, PubMed:11006275, PubMed:15297880). ",428,ENSG00000171720
O75116,2.7.11.39,"Rho-associated protein kinase 2 (Rho kinase 2) (Rho-associated, coiled-coil-containing protein kinase 2) (Rho-associated, coiled-coil-containing protein kinase II) (ROCK-II) (p164 ROCK-2)",ROCK2,Homo sapiens,4L6Q;4WOT;5U7Q;5U7R;6ED6;6P5M;6P5P;7JNT;7JOV;7P6N;7P6O;7P6P;7P6Q;8GDS;8X8X;8X8Y;8X8Z;8X92;9EP8;9HFP;9JCU,160900,"Homodimer (By similarity). Interacts with IRS1 (By similarity). Interacts with RAF1 (By similarity). Interacts with RHOA (activated by GTP), RHOB and RHOC (By similarity). Interacts with PPP1R12A (PubMed:10579722, PubMed:19131646). Interacts with EP300 (PubMed:16574662). Interacts with CHORDC1 (PubMed:20230755). Interacts with BRCA2 (PubMed:21084279). Interacts with NPM1; this interaction enhances ROCK2 activity (PubMed:17015463). Interacts with SORL1 (PubMed:21147781). Interacts with PJVK (By s",1388,ENSG00000134318
O75251,7.1.1.2,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial (Complex I-20kD) (CI-20kD) (NADH-ubiquinone oxidoreductase 20 kDa subunit) (PSST subunit)",NDUFS7,Homo sapiens,5XTB;5XTD;5XTH;5XTI;9CWT;9I4I;9TI4,23564,Core subunit of respiratory chain NADH dehydrogenase (Complex I) which is composed of 45 different subunits (PubMed:12611891). This is a component of the iron-sulfur (IP) fragment of the enzyme (By similarity),213,ENSG00000115286
O75874,1.1.1.42,Isocitrate dehydrogenase [NADP] cytoplasmic (IDH) (IDH1) (Cytosolic NADP-isocitrate dehydrogenase) (IDPc) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase),IDH1,Homo sapiens,1T09;1T0L;3INM;3MAP;3MAR;3MAS;4I3K;4I3L;4KZO;4L03;4L04;4L06;4UMX;4UMY;4XRX;4XS3;5DE1;5GIR;5K10;5K11;5L57;5L58;5LGE;5SUN;5SVF;5TQH;5YFM;5YFN;6ADG;6B0Z;6BKX;6BKY;6BKZ;6BL0;6BL1;6BL2;6IO0;6O2Y;6O2Z;6PAY;6Q6F;6U4J;6VEI;6VG0;7PJM;7PJN;8BAY;8HB9;8T7D;8T7N,46659,Homodimer,414,ENSG00000138413
O94925,3.5.1.2,"Glutaminase kidney isoform, mitochondrial (GLS) (K-glutaminase) (L-glutamine amidohydrolase) [Cleaved into: Glutaminase kidney isoform, mitochondrial 68 kDa chain; Glutaminase kidney isoform, mitochondrial 65 kDa chain]",GLS,Homo sapiens,3CZD;3UNW;3UO9;3VOY;3VOZ;3VP0;3VP1;3VP2;3VP3;3VP4;4O7D;5D3O;5FI2;5FI6;5FI7;5HL1;5I94;5JYO;5JYP;5U0I;5U0J;5UQE;5WJ6;6LOX;6UJG;6UJM;6UK6;6UKB;6UL9;6ULA;6ULJ;6UMC;6UMD;6UME;6UMF;7REN;7RGG;7SBM;7SBN;8BSK;8BSL;8BSM;8BSN;8GWR;8IMA;8IMB;8JUB;8JUE;8SZJ;9PIA,73461,"Homotetramer, dimer of dimers (PubMed:22538822, PubMed:26988803, PubMed:28526749, PubMed:29317493). The tetramers can assemble into rod-like oligomers (in vitro), but the physiological significance of this is not clear (By similarity). Interacts with RAF1 and MAP2K2 (PubMed:22538822). Interacts with ATCAY; the interaction is direct and may control GLS localization, negatively regulating its activity",669,ENSG00000115419
O95263,3.1.4.53,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B (HsPDE8B) (Cell proliferation-inducing gene 22 protein)",PDE8B,Homo sapiens,,98979,,885,ENSG00000284762
O95602,2.7.7.6,DNA-directed RNA polymerase I subunit RPA1 (RNA polymerase I subunit A1) (A190) (DNA-directed RNA polymerase I largest subunit) (DNA-directed RNA polymerase I subunit A) (RNA polymerase I 194 kDa subunit) (RPA194),POLR1A,Homo sapiens,7OB9;7OBA;7OBB;7VBA;7VBB;7VBC;8A43,194811,"Component of the RNA polymerase I (Pol I) complex consisting of 13 subunits: a ten-subunit catalytic core composed of POLR1A/RPA1, POLR1B/RPA2, POLR1C/RPAC1, POLR1D/RPAC2, POLR1H/RPA12, POLR2E/RPABC1, POLR2F/RPABC2, POLR2H/RPABC3, POLR2K/RPABC4 and POLR2L/RPABC5; a mobile stalk subunit POLR1F/RPA43 protruding from the core and additional subunits homologous to general transcription factors POLR1E/RPA49 and POLR1G/RPA34 (PubMed:16809778, PubMed:34671025, PubMed:34887565, PubMed:36271492). Part of",1720,ENSG00000068654
P00734,3.4.21.5,Prothrombin (Coagulation factor II) [Cleaved into: Activation peptide fragment 1; Activation peptide fragment 2; Thrombin light chain; Thrombin heavy chain],F2,Homo sapiens,1A2C;1A3B;1A3E;1A46;1A4W;1A5G;1A61;1ABI;1ABJ;1AD8;1AE8;1AFE;1AHT;1AI8;1AIX;1AWF;1AWH;1AY6;1B5G;1B7X;1BA8;1BB0;1BCU;1BHX;1BMM;1BMN;1BTH;1C1U;1C1V;1C1W;1C4U;1C4V;1C4Y;1C5L;1C5N;1C5O;1CA8;1D3D;1D3P;1D3Q;1D3T;1D4P;1D6W;1D9I;1DE7;1DIT;1DM4;1DOJ;1DWB;1DWC,70037,"Heterodimer (named alpha-thrombin) of a light and a heavy chain; disulfide-linked. Forms a heterodimer with SERPINA5. In plasma, interacts (via N-terminus) with alpha-1-microglobulin with molar ratio 1:2 and 1:1; this interaction does not prevent the activation of prothrombin to thrombin. Interacts (thrombin) with iripin-8, a serine protease inhibitor from Ixodes ricinus saliva (PubMed:34502392). Interacts (thrombin) with iripin-3, a serine protease inhibitor from Ixodes ricinus saliva (PubMed:3",622,ENSG00000180210
P00797,3.4.23.15,Renin (Angiotensinogenase),REN,Homo sapiens,1BBS;1BIL;1BIM;1HRN;1RNE;2BKS;2BKT;2FS4;2G1N;2G1O;2G1R;2G1S;2G1Y;2G20;2G21;2G22;2G24;2G26;2G27;2I4Q;2IKO;2IKU;2IL2;2REN;2V0Z;2V10;2V11;2V12;2V13;2V16;2X0B;3D91;3G6Z;3G70;3G72;3GW5;3K1W;3KM4;3O9L;3OAD;3OAG;3OOT;3OQF;3OQK;3OWN;3Q3T;3Q4B;3Q5H;3SFC;3VCM,45057,Interacts with ATP6AP2,406,ENSG00000143839
P03952,3.4.21.34,Plasma kallikrein (Fletcher factor) (Kininogenin) (Plasma prekallikrein) (PKK) [Cleaved into: Plasma kallikrein heavy chain; Plasma kallikrein light chain],KLKB1,Homo sapiens,2ANW;2ANY;4OGX;4OGY;5F8T;5F8X;5F8Z;5TJX;6I44;6O1G;6O1S;6T7P;7N7X;7QOX;8A3Q;8FGX;9VWT,71343,"Forms a heterodimer with SERPINA5. The zymogen is activated by factor XIIa, which cleaves the molecule into a light chain, which contains the active site, and a heavy chain, which associates with HMW kininogen. These chains are linked by one or more disulfide bonds. Interacts with iripin-3, a serine protease inhibitor from Ixodes ricinus saliva (PubMed:33732248). Interacts with iripin-1, a serine protease inhibitor from Ixodes ricinus saliva (PubMed:36756125)",638,ENSG00000164344
P04035,1.1.1.34,3-hydroxy-3-methylglutaryl-coenzyme A reductase (HMG-CoA reductase),HMGCR,Homo sapiens,1DQ8;1DQ9;1DQA;1HW8;1HW9;1HWI;1HWJ;1HWK;1HWL;2Q1L;2Q6B;2Q6C;2R4F;3BGL;3CCT;3CCW;3CCZ;3CD0;3CD5;3CD7;3CDA;3CDB;8PKN;8S6B,97476,"Homotetramer (PubMed:10698924). Homodimer (PubMed:10698924). Interacts (via its SSD) with INSIG1; the interaction, accelerated by sterols, leads to the recruitment of HMGCR to AMFR/gp78 for its ubiquitination by the sterol-mediated ERAD pathway (PubMed:12535518, PubMed:19458199). Interacts with UBIAD1 (PubMed:23169578)",888,ENSG00000113161
P04818,2.1.1.45,Thymidylate synthase (TS) (TSase),TYMS,Homo sapiens,1HVY;1HW3;1HW4;1HZW;1I00;1JU6;1JUJ;1YPV;2ONB;2RD8;2RDA;3EAW;3EBU;3ED7;3EDW;3EF9;3EGY;3EHI;3EJL;3GG5;3GH0;3GH2;3H9K;3HB8;3N5E;3N5G;3OB7;4E28;4FGT;4G2O;4G6W;4GD7;4GYH;4H1I;4JEF;4KPW;4O1U;4O1X;4UP1;5HS3;5WRN;5X4W;5X4X;5X4Y;5X5A;5X5D;5X5Q;5X66;5X67;5X69,35716,"Homodimer. Part of the de novo thymidylate synthesis complex composed at least by SHMT1, DHFR and TYMS (PubMed:22235121). Interacts with SHMT1; this interaction is DNA-dependent and mediates TYMS co-localization with LMNB1 (PubMed:22235121)",313,ENSG00000176890
P06239,2.7.10.2,Tyrosine-protein kinase Lck (Leukocyte C-terminal Src kinase) (LSK) (Lymphocyte cell-specific protein-tyrosine kinase) (Protein YT16) (Proto-oncogene Lck) (T cell-specific protein-tyrosine kinase) (p56-LCK),LCK,Homo sapiens,1BHF;1BHH;1CWD;1CWE;1FBZ;1H92;1IJR;1KIK;1LCJ;1LCK;1LKK;1LKL;1Q68;1Q69;1QPC;1QPD;1QPE;1QPJ;1X27;2IIM;2OF2;2OF4;2OFU;2OFV;2OG8;2PL0;2ZM1;2ZM4;2ZYB;3AC1;3AC2;3AC3;3AC4;3AC5;3AC8;3ACJ;3ACK;3AD4;3AD5;3AD6;3B2W;3BRH;3BYM;3BYO;3BYS;3BYU;3KMM;3KXZ;3LCK;3MPM,58001,"Binds to the cytoplasmic domain of cell surface receptors, such as AXL, CD2, CD4, CD5, CD8, CD44, CD45 and CD122. Also binds to effector molecules, such as PI4K, VAV1, RASA1, FYB1 and to other protein kinases including CDK1, RAF1, ZAP70 and SYK. Binds to phosphatidylinositol 3'-kinase (PI3K) from T-lymphocytes through its SH3 domain and to the tyrosine phosphorylated form of KHDRBS1/p70 through its SH2 domain. This interaction inhibits its tyrosine-kinase activity. Interacts with SQSTM1. Interac",509,ENSG00000182866
P06276,3.1.1.8,Cholinesterase (Acylcholine acylhydrolase) (Butyrylcholine esterase) (Choline esterase II) (Pseudocholinesterase),BCHE,Homo sapiens,1P0I;1P0M;1P0P;1P0Q;1XLU;1XLV;1XLW;2J4C;2PM8;2WID;2WIF;2WIG;2WIJ;2WIK;2WIL;2WSL;2XMB;2XMC;2XMD;2XMG;2XQF;2XQG;2XQI;2XQJ;2XQK;2Y1K;3DJY;3DKK;3O9M;4AQD;4AXB;4B0O;4B0P;4BBZ;4BDS;4TPK;4XII;5DYT;5DYW;5DYY;5K5E;5LKR;5NN0;6EMI;6EP4;6EQP;6EQQ;6ESJ;6ESY;6EYF,68418,Homotetramer; disulfide-linked. Dimer of dimers,602,ENSG00000114200
P06280,3.2.1.22,Alpha-galactosidase A (Alpha-D-galactosidase A) (Alpha-D-galactoside galactohydrolase) (Galactosylgalactosylglucosylceramidase GLA) (Melibiase) (Agalsidase),GLA,Homo sapiens,1R46;1R47;3GXN;3GXP;3GXT;3HG2;3HG3;3HG4;3HG5;3LX9;3LXA;3LXB;3LXC;3S5Y;3S5Z;3TV8;4NXS;6IBK;6IBM;6IBR;6IBT;8K7D;8K7E;8K7F;8K7G;8K7H;8K7I;8K7J;8K7K;8K7L;9AVS,48767,Homodimer,429,ENSG00000102393
P07333,2.7.10.1,Macrophage colony-stimulating factor 1 receptor (CSF-1 receptor) (CSF-1-R) (CSF-1R) (M-CSF-R) (Proto-oncogene c-Fms) (CD antigen CD115),CSF1R,Homo sapiens,2I0V;2I0Y;2I1M;2OGV;3BEA;3DPK;3KRJ;3KRL;3LCD;3LCO;4DKD;4HW7;4LIQ;4R7H;4R7I;4WRL;4WRM;6IG8;6N33;6T2W;6WXJ;7MFC;7TNH;8CGC;8JOT;8W1L,107984,"Interacts with INPPL1/SHIP2 and THOC5 (By similarity). Monomer. Homodimer. Interacts with CSF1 and IL34. Interaction with dimeric CSF1 or IL34 leads to receptor homodimerization. Interacts (tyrosine phosphorylated) with PLCG2 (via SH2 domain). Interacts (tyrosine phosphorylated) with PIK3R1 (via SH2 domain). Interacts (tyrosine phosphorylated) with FYN, YES1 and SRC (via SH2 domain). Interacts (tyrosine phosphorylated) with CBL, GRB2 and SLA2",972,ENSG00000182578
P08581,2.7.10.1,Hepatocyte growth factor receptor (HGF receptor) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met),MET,Homo sapiens,1FYR;1R0P;1R1W;1SHY;1SSL;2G15;2RFN;2RFS;2UZX;2UZY;2WD1;2WGJ;2WKM;3A4P;3BUX;3C1X;3CCN;3CD8;3CE3;3CTH;3CTJ;3DKC;3DKF;3DKG;3EFJ;3EFK;3F66;3F82;3I5N;3L8V;3LQ8;3Q6U;3Q6W;3QTI;3R7O;3RHK;3U6H;3U6I;3VW8;3ZBX;3ZC5;3ZCL;3ZXZ;3ZZE;4AOI;4AP7;4DEG;4DEH;4DEI;4EEV,155541,"Heterodimer made of an alpha chain (50 kDa) and a beta chain (145 kDa) which are disulfide linked. Binds PLXNB1. Interacts when phosphorylated with downstream effectors including STAT3, PIK3R1, SRC, PCLG1, GRB2 and GAB1. Interacts with SPSB1, SPSB2 and SPSB4 (By similarity). Interacts with INPP5D/SHIP1. When phosphorylated at Tyr-1356, interacts with INPPL1/SHIP2. Interacts with RANBP9 and RANBP10, as well as SPSB1, SPSB2, SPSB3 and SPSB4. SPSB1 binding occurs in the presence and in the absence ",1390,ENSG00000105976
P11172,2.4.2.10,Uridine 5'-monophosphate synthase (UMP synthase) [Includes: Orotate phosphoribosyltransferase (OPRT) (OPRTase) ; Orotidine 5'-phosphate decarboxylase (ODC) (OMPD) (OMPdecase)],UMPS,Homo sapiens,2EAW;2JGY;2P1F;2QCC;2QCD;2QCE;2QCF;2QCG;2QCH;2QCL;2QCM;2QCN;2V30;2WNS;3BGG;3BGJ;3BK0;3BVJ;3DBP;3EWU;3EWW;3EWX;3EWY;3EWZ;3EX1;3EX2;3EX3;3EX4;3EX6;3G3D;3G3M;3L0K;3L0N;3MI2;3MO7;3MW7;4HIB;4HKP;6YVK;6YVL;6YVM;6YVN;6YVO;6YWT;6YWU;6ZWY;6ZWZ;6ZX0;6ZX1;6ZX2,52222,Homodimer; dimerization is required for enzymatic activity,480,ENSG00000114491
P11387,5.6.2.1,DNA topoisomerase 1 (DNA topoisomerase I),TOP1,Homo sapiens,1A31;1A35;1A36;1EJ9;1K4S;1K4T;1LPQ;1NH3;1R49;1RR8;1RRJ;1SC7;1SEU;1T8I;1TL8,90726,"Monomer. Interacts with ERCC6 (PubMed:26030138). Interacts with TPRN; TPRN interacts with a number of DNA damage response proteins, is recruited to sites of DNA damage and may play a role in DNA damage repair (PubMed:23213405)",765,ENSG00000198900
P14410,3.2.1.10,"Sucrase-isomaltase, intestinal [Cleaved into: Sucrase ; Isomaltase ]",SI,Homo sapiens,3LPO;3LPP,209453,"Homodimers (PubMed:20356844). The two subunits produced by proteolytic cleavage, the sucrase and isomaltase subunits remain associated as a complex through non-covalent interactions (PubMed:20356844)",1827,ENSG00000090402
P14555,3.1.1.4,"Phospholipase A2, membrane associated (GIIC sPLA2) (Group IIA phospholipase A2) (Non-pancreatic secretory phospholipase A2) (NPS-PLA2) (Phosphatidylcholine 2-acylhydrolase 2A)",PLA2G2A,Homo sapiens,1AYP;1BBC;1DB4;1DB5;1DCY;1J1A;1KQU;1KVO;1N28;1N29;1POD;1POE;3U8B;3U8D;3U8H;3U8I;5G3N,16083,,144,ENSG00000188257
P15559,1.6.5.2,NAD(P)H dehydrogenase [quinone] 1 (Azoreductase) (DT-diaphorase) (DTD) (Menadione reductase) (NAD(P)H:quinone oxidoreductase 1) (Phylloquinone reductase) (Quinone reductase 1) (QR1),NQO1,Homo sapiens,1D4A;1DXO;1GG5;1H66;1H69;1KBO;1KBQ;1QBG;2F1O;3JSX;4CET;4CF6;5A4K;5EA2;5EAI;5FUQ;6FY4;6LLC;8C9J;8OK0;8PQN;8RFM;8RFN;9EZQ;9EZR;9EZS;9EZT,30868,"Homodimer (PubMed:10543876, PubMed:10706635, PubMed:11587640, PubMed:11735396, PubMed:16700548, PubMed:28291250). Interacts with PDLIM4 isoform 2; this interaction stabilizes PDLIM4 isoform 2 in response to oxidative stress and protects it from ubiquitin-independent degradation by the core 20S proteasome (PubMed:21636573). Interacts with TP73 (via SAM domain); this interaction is NADH-dependent, stabilizes TP73 in response to oxidative stress and protects it from ubiquitin-independent degradatio",274,ENSG00000181019
P17612,2.7.11.11,cAMP-dependent protein kinase catalytic subunit alpha (PKA C-alpha),PRKACA,Homo sapiens,2GU8;3AGL;3AGM;3AMA;3AMB;3L9L;3L9M;3L9N;3MVJ;3NX8;3OOG;3OVV;3OWP;3OXT;3P0M;3POO;3VQH;4AE6;4AE9;4UJ1;4UJ2;4UJ9;4UJA;4UJB;4WB5;4WB6;4WB7;4WB8;5BX6;5BX7;5IZF;5IZJ;5J5X;5N23;5UZK;6BYR;6BYS;6C0U;6FRX;6NO7;6QJ7;6WJF;6WJG;7Y1G;8FE2;8FE5;8FEC;8X5L;9DC6;9DCD,40590,A number of inactive tetrameric holoenzymes are produced by the combination of homo- or heterodimers of the different regulatory subunits associated with two catalytic subunits. cAMP causes the dissociation of the inactive holoenzyme into a dimer of regulatory subunits bound to four cAMP and two free monomeric catalytic subunits. The cAMP-dependent protein kinase catalytic subunit binds PJA2. Both isoforms 1 and 2 forms activate cAMP-sensitive PKAI and PKAII holoenzymes by interacting with regul,351,ENSG00000072062
P21964,2.1.1.6,Catechol O-methyltransferase,COMT,Homo sapiens,3A7E;3BWM;3BWY;4PYI;4PYJ;4PYK;4XUC;4XUD;4XUE;5LSA;6I3C;6I3D,30037,,271,ENSG00000093010
P22607,2.7.10.1,Fibroblast growth factor receptor 3 (FGFR-3) (CD antigen CD333),FGFR3,Homo sapiens,1RY7;2LZL;4K33;6LVM;6PNX;7DHL;7YSU;8UDT;8UDU;8UDV;9CD7;9D1X;9KFU,87710,"Monomer. Homodimer after ligand binding. Interacts with FGF1, FGF2, FGF4, FGF6; FGF8, FGF9, FGF10, FGF17, FGF18, FGF19, FGF20 and FGF23 (in vitro). Interacts with KLB. Affinity for fibroblast growth factors (FGFs) is increased by heparan sulfate glycosaminoglycans that function as coreceptors. Likewise, KLB increases the affinity for FGF19 and FGF21. Interacts with PIK3R1, PLCG1, SOCS1 and SOCS3. Isoform 3 forms disulfide-linked dimers",806,ENSG00000068078
P24557,4.2.1.152,Thromboxane-A synthase (TXA synthase) (TXS) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),TBXAS1,Homo sapiens,,60518,Monomer,533,ENSG00000059377
